代號,名稱,日期,到期月,開盤價,最高價,最低價,收盤價,每日結算價,報酬率,成交張數(量),未平倉合約數,期貨理論價,理論價差比,基差,標的證券價格,剩餘天數,年股利率-估,無風險利率,最後交易日,最後揭示買價,最後揭示賣價,標的證券ROI%,標的證券,成交量(合計),未沖銷契約數(合計)
TX202007,台指 2020/07,2020/05/26,2020/07,10732,10864,10732,10823,10823,1.5005,"1,014","6,359",,,174.21,10997.21,51,0,0.795,2020/07/15,10823,10825,1.1526,Y9999   加權指數,"108,272","92,731"
TX202007,台指 2020/07,2020/05/27,2020/07,10806,10875,10774,10823,10821,-0.0185,"1,827","6,757",,,193.66,11014.66,50,0,0.795,2020/07/15,10821,10824,0.1586,Y9999   加權指數,"105,259","90,533"
TX202007,台指 2020/07,2020/05/28,2020/07,10907,10921,10711,10754,10762,-0.5452,"1,817","6,965",,,182.19,10944.19,49,0,0.795,2020/07/15,10753,10756,-0.6418,Y9999   加權指數,"144,950","90,517"
TX202007,台指 2020/07,2020/05/29,2020/07,10742,10797,10659,10766,10768,0.0558,"1,183","7,236",,,174.16,10942.16,48,0,0.795,2020/07/15,10765,10769,-0.0186,Y9999   加權指數,"117,556","92,088"
TX202007,台指 2020/07,2020/06/01,2020/07,10827,10950,10825,10909,10908,1.3001,"1,782","8,256",,,171.02,11079.02,45,0,0.795,2020/07/15,10905,10908,1.243,Y9999   加權指數,"107,905","97,298"
TX202007,台指 2020/07,2020/06/02,2020/07,10933,10988,10923,10958,10958,0.4584,843,"8,355",,,169.93,11127.93,44,0,0.795,2020/07/15,10955,10958,0.4405,Y9999   加權指數,"84,495","95,815"
TX202007,台指 2020/07,2020/06/03,2020/07,11096,11145,11057,11128,11129,1.5605,"1,200","8,911",,,191.16,11320.16,43,0,0.795,2020/07/15,11128,11130,1.7127,Y9999   加權指數,"110,991","99,134"
TX202007,台指 2020/07,2020/06/04,2020/07,11270,11272,11157,11207,11207,0.7009,"1,822","9,274",,,186.23,11393.23,42,0,0.795,2020/07/15,11204,11208,0.6434,Y9999   加權指數,"111,676","95,685"
TX202007,台指 2020/07,2020/06/05,2020/07,11241,11319,11228,11304,11304,0.8655,"1,567","9,879",,,175.4,11479.4,41,0,0.795,2020/07/15,11302,11306,0.7535,Y9999   加權指數,"87,195","99,790"
TX202007,台指 2020/07,2020/06/08,2020/07,11411,11471,11338,11415,11413,0.9643,"2,430","11,256",,,197.32,11610.32,38,0,0.795,2020/07/15,11413,11415,1.134,Y9999   加權指數,"110,793","98,232"
TX202007,台指 2020/07,2020/06/09,2020/07,11443,11459,11365,11439,11440,0.2366,"2,779","12,340",,,197.11,11637.11,37,0,0.795,2020/07/15,11441,11444,0.2305,Y9999   加權指數,"93,846","101,831"
TX202007,台指 2020/07,2020/06/10,2020/07,11465,11558,11432,11535,11534,0.8217,"3,358","12,389",,,186.16,11720.16,36,0,0.795,2020/07/15,11531,11535,0.7111,Y9999   加權指數,"99,245","102,790"
TX202007,台指 2020/07,2020/06/11,2020/07,11515,11560,11290,11306,11303,-2.0028,"4,352","12,834",,,232.77,11535.77,35,0,0.795,2020/07/15,11298,11306,-1.5858,Y9999   加權指數,"149,198","102,735"
TX202007,台指 2020/07,2020/06/12,2020/07,11144,11246,11064,11208,11203,-0.8847,"13,709","21,239",,,226.94,11429.94,34,0,0.795,2020/07/15,11204,11209,-0.9216,Y9999   加權指數,"153,086","102,877"
TX202007,台指 2020/07,2020/06/15,2020/07,11176,11241,11016,11025,11022,-1.6156,"40,039","47,169",,,284.26,11306.26,31,0,0.795,2020/07/15,11025,11026,-1.088,Y9999   加權指數,"202,646","102,646"
TX202008,台指 2020/08,2020/05/21,2020/08,10584,10675,10582,10640,10640,,79,41,,,368.31,11008.31,91,0,0.795,2020/08/19,10637,10642,0.9172,Y9999   加權指數,"119,213","88,819"
TX202008,台指 2020/08,2020/05/22,2020/08,10621,10621,10420,10433,10433,-1.9455,74,76,,,378.15,10811.15,90,0,0.795,2020/08/19,10432,10438,-1.8072,Y9999   加權指數,"140,066","92,368"
TX202008,台指 2020/08,2020/05/25,2020/08,10505,10526,10350,10526,10509,0.7285,80,97,,,362.18,10871.18,87,0,0.795,2020/08/19,10506,10512,0.5537,Y9999   加權指數,"122,282","88,069"
TX202008,台指 2020/08,2020/05/26,2020/08,10581,10712,10581,10670,10670,1.532,86,131,,,327.21,10997.21,86,0,0.795,2020/08/19,10671,10675,1.1526,Y9999   加權指數,"108,272","92,731"
TX202008,台指 2020/08,2020/05/27,2020/08,10657,10721,10633,10679,10679,0.0843,47,136,,,335.66,11014.66,85,0,0.795,2020/08/19,10670,10676,0.1586,Y9999   加權指數,"105,259","90,533"
TX202008,台指 2020/08,2020/05/28,2020/08,10750,10774,10570,10620,10620,-0.5525,116,176,,,324.19,10944.19,84,0,0.795,2020/08/19,10612,10616,-0.6418,Y9999   加權指數,"144,950","90,517"
TX202008,台指 2020/08,2020/05/29,2020/08,10593,10643,10530,10643,10629,0.0847,138,218,,,313.16,10942.16,83,0,0.795,2020/08/19,10626,10633,-0.0186,Y9999   加權指數,"117,556","92,088"
TX202008,台指 2020/08,2020/06/01,2020/08,10696,10809,10690,10768,10768,1.3077,102,250,,,311.02,11079.02,80,0,0.795,2020/08/19,10764,10769,1.243,Y9999   加權指數,"107,905","97,298"
TX202008,台指 2020/08,2020/06/02,2020/08,10785,10842,10785,10818,10818,0.4643,63,292,,,309.93,11127.93,79,0,0.795,2020/08/19,10815,10820,0.4405,Y9999   加權指數,"84,495","95,815"
TX202008,台指 2020/08,2020/06/03,2020/08,10956,11003,10915,10993,10993,1.6177,90,352,,,327.16,11320.16,78,0,0.795,2020/08/19,10988,10991,1.7127,Y9999   加權指數,"110,991","99,134"
TX202008,台指 2020/08,2020/06/04,2020/08,11123,11133,11019,11071,11071,0.7095,97,402,,,322.23,11393.23,77,0,0.795,2020/08/19,11065,11070,0.6434,Y9999   加權指數,"111,676","95,685"
TX202008,台指 2020/08,2020/06/05,2020/08,11096,11177,11096,11170,11170,0.8942,72,393,,,309.4,11479.4,76,0,0.795,2020/08/19,11167,11172,0.7535,Y9999   加權指數,"87,195","99,790"
TX202008,台指 2020/08,2020/06/08,2020/08,11283,11336,11212,11284,11284,1.0206,101,434,,,326.32,11610.32,73,0,0.795,2020/08/19,11285,11289,1.134,Y9999   加權指數,"110,793","98,232"
TX202008,台指 2020/08,2020/06/09,2020/08,11309,11330,11240,11315,11315,0.2747,87,470,,,322.11,11637.11,72,0,0.795,2020/08/19,11313,11319,0.2305,Y9999   加權指數,"93,846","101,831"
TX202008,台指 2020/08,2020/06/10,2020/08,11334,11422,11315,11400,11400,0.7512,141,486,,,320.16,11720.16,71,0,0.795,2020/08/19,11396,11402,0.7111,Y9999   加權指數,"99,245","102,790"
TX202008,台指 2020/08,2020/06/11,2020/08,11380,11419,11156,11170,11170,-2.0175,210,467,,,365.77,11535.77,70,0,0.795,2020/08/19,11159,11169,-1.5858,Y9999   加權指數,"149,198","102,735"
TX202008,台指 2020/08,2020/06/12,2020/08,11004,11096,10930,11068,11064,-0.949,205,480,,,365.94,11429.94,69,0,0.795,2020/08/19,11061,11069,-0.9216,Y9999   加權指數,"153,086","102,877"
TX202008,台指 2020/08,2020/06/15,2020/08,11031,11095,10873,10882,10882,-1.645,252,607,,,424.26,11306.26,66,0,0.795,2020/08/19,10883,10885,-1.088,Y9999   加權指數,"202,646","102,646"
TX202009,台指 2020/09,2019/12/18,2020/09,11600,11628,11587,11628,11628,0.0688,62,522,,,494.45,12122.45,274,0,1.045,2020/09/16,11622,11628,0.2101,Y9999   加權指數,"102,944","117,044"
TX202009,台指 2020/09,2019/12/19,2020/09,11641,11642,11557,11571,11571,-0.4902,96,533,,,447.9,12018.9,273,0,1.045,2020/09/16,11564,11569,-0.8579,Y9999   加權指數,"93,505","90,138"
TX202009,台指 2020/09,2019/12/20,2020/09,11594,11594,11498,11522,11522,-0.4235,62,546,,,437.08,11959.08,272,0,1.045,2020/09/16,11517,11523,-0.499,Y9999   加權指數,"128,666","89,496"
TX202009,台指 2020/09,2019/12/23,2020/09,11546,11566,11519,11566,11566,0.3819,39,554,,,456.23,12022.23,269,0,1.045,2020/09/16,11561,11567,0.5267,Y9999   加權指數,"76,307","89,566"
TX202009,台指 2020/09,2019/12/24,2020/09,11573,11573,11534,11534,11534,-0.2767,24,558,,,442.38,11976.38,268,0,1.045,2020/09/16,11530,11534,-0.3821,Y9999   加權指數,"56,091","89,462"
TX202009,台指 2020/09,2019/12/25,2020/09,11539,11554,11530,11546,11569,0.3035,10,549,,,439.13,12008.13,267,0,1.045,2020/09/16,11567,11572,0.2648,Y9999   加權指數,"42,200","89,755"
TX202009,台指 2020/09,2019/12/26,2020/09,11581,11581,11550,11558,11558,-0.0951,22,554,,,443.01,12001.01,266,0,1.045,2020/09/16,11558,11563,-0.0593,Y9999   加權指數,"53,065","91,299"
TX202009,台指 2020/09,2019/12/27,2020/09,11596,11656,11595,11645,11645,0.7527,63,558,,,446.59,12091.59,265,0,1.045,2020/09/16,11643,11647,0.7519,Y9999   加權指數,"75,947","94,452"
TX202009,台指 2020/09,2019/12/30,2020/09,11647,11660,11621,11622,11622,-0.1975,42,572,,,431.37,12053.37,262,0,1.045,2020/09/16,11619,11624,-0.3166,Y9999   加權指數,"67,330","94,174"
TX202009,台指 2020/09,2019/12/31,2020/09,11580,11592,11548,11548,11549,-0.6281,41,576,,,448.14,11997.14,261,0,1.045,2020/09/16,11548,11553,-0.4676,Y9999   加權指數,"75,468","95,440"
TX202009,台指 2020/09,2020/01/02,2020/09,11602,11670,11581,11655,11655,0.9178,86,595,,,445.48,12100.48,259,0,1.045,2020/09/16,11652,11657,0.8577,Y9999   加權指數,"102,507","94,426"
TX202009,台指 2020/09,2020/01/03,2020/09,11736,11739,11560,11634,11634,-0.1802,95,588,,,476.43,12110.43,258,0,1.045,2020/09/16,11637,11643,0.0822,Y9999   加權指數,"176,842","92,675"
TX202009,台指 2020/09,2020/01/06,2020/09,11572,11583,11511,11511,11511,-1.0572,76,601,,,442.36,11953.36,255,0,1.045,2020/09/16,11506,11510,-1.3055,Y9999   加權指數,"120,896","94,189"
TX202009,台指 2020/09,2020/01/07,2020/09,11560,11564,11382,11431,11431,-0.695,100,615,,,449.32,11880.32,254,0,1.045,2020/09/16,11430,11435,-0.6129,Y9999   加權指數,"161,961","92,192"
TX202009,台指 2020/09,2020/01/08,2020/09,11294,11437,11261,11348,11348,-0.7261,99,598,,,469.1,11817.1,253,0,1.045,2020/09/16,11338,11342,-0.5336,Y9999   加權指數,"164,562","92,445"
TX202009,台指 2020/09,2020/01/09,2020/09,11466,11545,11447,11524,11524,1.5509,76,582,,,446.63,11970.63,252,0,1.045,2020/09/16,11521,11526,1.2909,Y9999   加權指數,"123,448","96,775"
TX202009,台指 2020/09,2020/01/10,2020/09,11561,11590,11522,11563,11563,0.3384,50,575,,,461.65,12024.65,251,0,1.045,2020/09/16,11562,11566,0.4503,Y9999   加權指數,"133,104","101,559"
TX202009,台指 2020/09,2020/01/13,2020/09,11632,11666,11609,11661,11661,0.8475,79,576,,,452.42,12113.42,248,0,1.045,2020/09/16,11661,11664,0.7355,Y9999   加權指數,"183,946","108,823"
TX202009,台指 2020/09,2020/01/14,2020/09,11718,11733,11688,11715,11715,0.4631,80,570,,,464.81,12179.81,247,0,1.045,2020/09/16,11717,11723,0.5466,Y9999   加權指數,"142,717","106,143"
TX202009,台指 2020/09,2020/01/15,2020/09,11700,11708,11611,11621,11621,-0.8024,66,571,,,470.88,12091.88,246,0,1.045,2020/09/16,11620,11624,-0.7246,Y9999   加權指數,"155,807","107,995"
TX202009,台指 2020/09,2020/01/16,2020/09,11607,11632,11581,11605,11622,0.0086,20,569,,,444.93,12066.93,245,0,1.045,2020/09/16,11620,11624,-0.2065,Y9999   加權指數,"107,992","84,613"
TX202009,台指 2020/09,2020/01/17,2020/09,11671,11675,11600,11634,11634,0.1033,36,574,,,456.29,12090.29,244,0,1.045,2020/09/16,11632,11634,0.1934,Y9999   加權指數,"102,446","83,785"
TX202009,台指 2020/09,2020/01/20,2020/09,11682,11711,11667,11669,11669,0.3008,65,565,,,449.71,12118.71,241,0,1.045,2020/09/16,11667,11675,0.2348,Y9999   加權指數,"78,769","83,748"
TX202009,台指 2020/09,2020/01/30,2020/09,11359,11360,10949,10951,10935,-6.2902,173,554,,,486.74,11421.74,231,0,1.045,2020/09/16,10933,10937,-5.9232,Y9999   加權指數,"253,630","93,726"
TX202009,台指 2020/09,2020/01/31,2020/09,11030,11124,10980,11032,11032,0.8871,51,549,,,463.1,11495.1,230,0,1.045,2020/09/16,11024,11028,0.6402,Y9999   加權指數,"157,359","92,043"
TX202009,台指 2020/09,2020/02/03,2020/09,10842,10922,10731,10886,10886,-1.3234,147,545,,,468.92,11354.92,227,0,1.045,2020/09/16,10883,10887,-1.227,Y9999   加權指數,"209,764","93,820"
TX202009,台指 2020/09,2020/02/04,2020/09,10927,11114,10926,11102,11102,1.9842,120,528,,,453.92,11555.92,226,0,1.045,2020/09/16,11089,11095,1.7547,Y9999   加權指數,"148,143","91,138"
TX202009,台指 2020/09,2020/02/05,2020/09,11149,11175,11042,11115,11100,-0.018,79,522,,,473.62,11573.62,225,0,1.045,2020/09/16,11098,11102,0.1531,Y9999   加權指數,"157,901","90,119"
TX202009,台指 2020/09,2020/02/06,2020/09,11213,11296,11194,11295,11295,1.7568,98,474,,,454.68,11749.68,224,0,1.045,2020/09/16,11297,11301,1.5098,Y9999   加權指數,"125,595","92,059"
TX202009,台指 2020/09,2020/02/07,2020/09,11220,11220,11132,11157,11157,-1.2218,58,494,,,455.81,11612.81,223,0,1.045,2020/09/16,11152,11156,-1.1717,Y9999   加權指數,"128,297","88,080"
TX202009,台指 2020/09,2020/02/10,2020/09,11008,11150,10975,11125,11125,-0.2868,88,506,,,449.07,11574.07,220,0,1.045,2020/09/16,11123,11126,-0.3342,Y9999   加權指數,"151,352","89,611"
TX202009,台指 2020/09,2020/02/11,2020/09,11190,11237,11177,11228,11221,0.8629,47,490,,,443.04,11664.04,219,0,1.045,2020/09/16,11220,11223,0.7743,Y9999   加權指數,"95,513","88,994"
TX202009,台指 2020/09,2020/02/12,2020/09,11217,11330,11210,11318,11318,0.8645,53,485,,,456.19,11774.19,218,0,1.045,2020/09/16,11317,11323,0.9399,Y9999   加權指數,"109,782","93,628"
TX202009,台指 2020/09,2020/02/13,2020/09,11360,11380,11320,11325,11325,0.0618,33,500,,,466.78,11791.78,217,0,1.045,2020/09/16,11325,11329,0.1493,Y9999   加權指數,"116,395","94,454"
TX202009,台指 2020/09,2020/02/14,2020/09,11342,11390,11324,11355,11355,0.2649,36,502,,,460.7,11815.7,216,0,1.045,2020/09/16,11355,11360,0.2026,Y9999   加權指數,"114,380","96,814"
TX202009,台指 2020/09,2020/02/17,2020/09,11253,11330,11253,11317,11317,-0.3347,41,522,,,446.51,11763.51,213,0,1.045,2020/09/16,11315,11320,-0.4427,Y9999   加權指數,"140,064","102,189"
TX202009,台指 2020/09,2020/02/18,2020/09,11265,11265,11187,11200,11200,-1.0338,111,536,,,448.98,11648.98,212,0,1.045,2020/09/16,11199,11206,-0.9784,Y9999   加權指數,"201,517","107,979"
TX202009,台指 2020/09,2020/02/19,2020/09,11233,11350,11203,11322,11322,1.0893,77,492,,,436.84,11758.84,211,0,1.045,2020/09/16,11327,11333,0.9387,Y9999   加權指數,"154,757","104,603"
TX202009,台指 2020/09,2020/02/20,2020/09,11388,11396,11251,11279,11279,-0.3798,59,517,,,446.09,11725.09,210,0,1.045,2020/09/16,11282,11286,-0.2874,Y9999   加權指數,"138,845","79,636"
TX202009,台指 2020/09,2020/02/21,2020/09,11275,11318,11213,11239,11232,-0.4167,28,524,,,454.35,11686.35,209,0,1.045,2020/09/16,11230,11234,-0.3309,Y9999   加權指數,"141,002","80,362"
TX202009,台指 2020/09,2020/02/24,2020/09,11087,11145,11061,11080,11080,-1.3533,64,546,,,454.87,11534.87,206,0,1.045,2020/09/16,11072,11076,-1.3047,Y9999   加權指數,"138,300","84,621"
TX202009,台指 2020/09,2020/02/25,2020/09,10968,11120,10964,11100,11100,0.1805,96,566,,,440.23,11540.23,205,0,1.045,2020/09/16,11105,11108,0.0465,Y9999   加權指數,"151,019","86,881"
TX202009,台指 2020/09,2020/02/26,2020/09,10980,11032,10938,10984,10984,-1.045,156,618,,,449.62,11433.62,204,0,1.045,2020/09/16,10980,10984,-0.9281,Y9999   加權指數,"165,242","87,051"
TX202009,台指 2020/09,2020/02/27,2020/09,10955,11001,10805,10845,10836,-1.3474,149,625,,,456.17,11292.17,203,0,1.045,2020/09/16,10834,10839,-1.2449,Y9999   加權指數,"171,589","89,145"
TX202009,台指 2020/09,2020/03/02,2020/09,10615,10833,10615,10744,10744,-0.849,80,637,,,426.46,11170.46,199,0,1.045,2020/09/16,10736,10740,-1.0837,Y9999   加權指數,"207,569","93,632"
TX202009,台指 2020/09,2020/03/03,2020/09,10862,10928,10860,10877,10877,1.2379,54,623,,,450.72,11327.72,198,0,1.045,2020/09/16,10884,10888,1.398,Y9999   加權指數,"168,186","89,976"
TX202009,台指 2020/09,2020/03/04,2020/09,10877,10923,10847,10921,10918,0.3769,71,616,,,474.35,11392.35,197,0,1.045,2020/09/16,10920,10925,0.5689,Y9999   加權指數,"144,674","92,234"
TX202009,台指 2020/09,2020/03/05,2020/09,11019,11058,10995,11044,11044,1.1541,56,619,,,470.82,11514.82,196,0,1.045,2020/09/16,11044,11050,1.0693,Y9999   加權指數,"115,589","98,911"
TX202009,台指 2020/09,2020/03/06,2020/09,10962,10963,10823,10823,10823,-2.0011,63,648,,,498.81,11321.81,195,0,1.045,2020/09/16,10823,10825,-1.6904,Y9999   加權指數,"159,376","99,103"
TX202009,台指 2020/09,2020/03/09,2020/09,10600,10656,10478,10500,10500,-2.9844,159,813,,,477.64,10977.64,192,0,1.045,2020/09/16,10504,10506,-3.087,Y9999   加權指數,"219,147","101,098"
TX202009,台指 2020/09,2020/03/10,2020/09,10382,10524,10333,10524,10524,0.2286,101,833,,,479.54,11003.54,191,0,1.045,2020/09/16,10520,10525,0.2357,Y9999   加權指數,"217,748","102,593"
TX202009,台指 2020/09,2020/03/11,2020/09,10518,10557,10342,10360,10360,-1.5583,96,863,,,533.75,10893.75,190,0,1.045,2020/09/16,10354,10359,-1.0028,Y9999   加權指數,"190,960","105,218"
